brand,model,model_link,variant,variant_link,available
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htk (o),https://www.zigwheels.com/kia-cars/seltos/htk-o,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htk diesel,https://www.zigwheels.com/kia-cars/seltos/htk-diesel-at,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htk plus (o),https://www.zigwheels.com/kia-cars/seltos/htk-plus-o,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htk (o) diesel,https://www.zigwheels.com/kia-cars/seltos/htk-o-diesel,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htk plus (o) ivt,https://www.zigwheels.com/kia-cars/seltos/htk-plus-o-ivt,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htx,https://www.zigwheels.com/kia-cars/seltos/htx,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htk plus turbo imt,https://www.zigwheels.com/kia-cars/seltos/htk-plus-turbo-imt,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htk plus (o) diesel,https://www.zigwheels.com/kia-cars/seltos/htk-plus-o-diesel,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htx (o),https://www.zigwheels.com/kia-cars/seltos/htx-o,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htx ivt,https://www.zigwheels.com/kia-cars/seltos/htx-ivt,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htk plus (o) diesel at,https://www.zigwheels.com/kia-cars/seltos/htk-plus-o-diesel-at,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htx diesel,https://www.zigwheels.com/kia-cars/seltos/htx-diesel,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htx (o) ivt,https://www.zigwheels.com/kia-cars/seltos/htx-o-ivt,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htx (o) diesel,https://www.zigwheels.com/kia-cars/seltos/htx-o-diesel,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,htx diesel at,https://www.zigwheels.com/kia-cars/seltos/htx-diesel-at,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,gtx plus turbo dct,https://www.zigwheels.com/kia-cars/seltos/gtx-plus-turbo-dct,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,gtx plus diesel at,https://www.zigwheels.com/kia-cars/seltos/gtx-plus-diesel-at,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,x-line diesel at,https://www.zigwheels.com/kia-cars/seltos/x-line-diesel-at,1
kia,seltos,https://www.zigwheels.com/kia-cars/seltos,x-line turbo dct,https://www.zigwheels.com/kia-cars/seltos/x-line-turbo-dct,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,hte,https://www.zigwheels.com/kia-cars/sonet/hte,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,hte (o),https://www.zigwheels.com/kia-cars/sonet/hte-o,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,htk,https://www.zigwheels.com/kia-cars/sonet/htk,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,htk (o),https://www.zigwheels.com/kia-cars/sonet/htk-o,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,htk turbo imt,https://www.zigwheels.com/kia-cars/sonet/htk-turbo-imt,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,htk (o) turbo imt,https://www.zigwheels.com/kia-cars/sonet/htk-o-turbo-imt,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,hte (o) diesel,https://www.zigwheels.com/kia-cars/sonet/hte-o-diesel,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,htk plus (o),https://www.zigwheels.com/kia-cars/sonet/htk-plus-o,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,htk plus (o) turbo imt,https://www.zigwheels.com/kia-cars/sonet/htk-plus-o-turbo-imt,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,htk (o) diesel,https://www.zigwheels.com/kia-cars/sonet/htk-o-diesel,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,htx turbo imt,https://www.zigwheels.com/kia-cars/sonet/htx-turbo-imt,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,htk plus (o) diesel,https://www.zigwheels.com/kia-cars/sonet/htk-plus-o-diesel,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,htx diesel,https://www.zigwheels.com/kia-cars/sonet/htx-diesel,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,htx turbo dct,https://www.zigwheels.com/kia-cars/sonet/htx-turbo-dct,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,htx diesel at,https://www.zigwheels.com/kia-cars/sonet/htx-diesel-at,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,gtx plus turbo dct,https://www.zigwheels.com/kia-cars/sonet/gtx-plus-turbo-dct,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,x-line turbo dct,https://www.zigwheels.com/kia-cars/sonet/x-line-turbo-dct,1
kia,sonet,https://www.zigwheels.com/kia-cars/sonet,gtx plus diesel at,https://www.zigwheels.com/kia-cars/sonet/gtx-plus-diesel-at,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,premium,https://www.zigwheels.com/kia-cars/carens/premium,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,premium opt,https://www.zigwheels.com/kia-cars/carens/premium-opt,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,prestige opt 6 str,https://www.zigwheels.com/kia-cars/carens/prestige-opt-6-str,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,gravity,https://www.zigwheels.com/kia-cars/carens/gravity,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,prestige opt,https://www.zigwheels.com/kia-cars/carens/prestige-opt,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,premium opt imt,https://www.zigwheels.com/kia-cars/carens/premium-opt-imt,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,premium diesel,https://www.zigwheels.com/kia-cars/carens/premium-diesel,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,premium opt diesel,https://www.zigwheels.com/kia-cars/carens/premium-opt-diesel,1
